payment_id,order_id,payment_date,payment_method,payment_status,amount_paid,transaction_fee,refund_amount
PAY1029533,ORD1029533,10/2/2025,Wallet,Success,1909.95,9.55,0
PAY1029534,ORD1029534,,UPI,Success,8837.64,0,0
PAY1029535,ORD1029535,3/24/2024,Credit Card,Success,73756.41,,0
PAY1029536,ORD1029536,8/4/2025,UPI,Success,56855.82,0,0
PAY1029537,ORD1029537,3/6/2025,EMI,Success,13807.34,,0
PAY1029538,ORD1029538,3/3/2024,Wallet,Success,6788.57,,0
,ORD1029539,12/22/2024,,Refunded,18578.28,0,18578.28
PAY1029540,ORD1029540,9/16/2025,,Failed,,0,
PAY1029541,ORD1029541,11/24/2024,Cash on Delivery,Success,12538.58,0,
PAY1029542,,12/28/2025,,Success,2604.52,0,0
PAY1029543,ORD1029543,10/7/2023,,Success,16359,0,
PAY1029544,ORD1029544,6/7/2024,Wallet,Success,1575,7.88,0
PAY1029545,ORD1029545,7/1/2023,,Success,6639.88,99.6,
PAY1029546,ORD1029546,9/13/2024,Debit Card,Failed,0,0,0
,ORD1029547,7/18/2023,Credit Card,Failed,0,0,0
PAY1029548,,5/15/2025,Net Banking,Success,193441.5,0,0
PAY1029549,ORD1029549,10/10/2024,Credit Card,,3198.83,47.98,0
PAY1029550,ORD1029550,,UPI,,29535.66,,
PAY1029551,ORD1029551,12/30/2025,UPI,,2841.62,0,0
PAY1029552,ORD1029552,11/17/2025,,Success,693,3.46,0
,ORD1029553,12/18/2023,Debit Card,Failed,0,0,0
PAY1029554,ORD1029554,,Debit Card,Success,,0,0
PAY1029555,ORD1029555,2/3/2024,UPI,Failed,0,0,0
PAY1029556,ORD1029556,,,Success,910.35,0,0
PAY1029557,ORD1029557,3/13/2025,UPI,Success,12934.37,0,0
PAY1029558,ORD1029558,8/26/2024,Cash on Delivery,Success,,0,0
,ORD1029559,1/19/2024,Wallet,Refunded,7650.72,38.25,7650.72
PAY1029560,ORD1029560,10/22/2025,,Success,19349.35,0,0
PAY1029561,ORD1029561,11/7/2024,,Refunded,4865.81,0,4865.81
PAY1029562,ORD1029562,2/18/2023,Debit Card,Success,9020.6,0,0
PAY1029563,ORD1029563,5/22/2023,UPI,Refunded,6394.5,,6394.5
PAY1029564,ORD1029564,8/10/2025,,Success,16043.16,0,0
PAY1029565,ORD1029565,5/29/2025,UPI,Success,4443.81,0,0
PAY1029566,ORD1029566,12/13/2025,Cardless EMI,Failed,0,0,0
PAY1029567,ORD1029567,10/24/2023,Cash on Delivery,,2094.75,0,0
PAY1029568,ORD1029568,8/25/2024,,,5067.41,0,0
PAY1029569,ORD1029569,6/12/2023,Cash on Delivery,Not Charged,0,0,0
PAY1029570,ORD1029570,7/28/2025,Credit Card,Success,,258.99,0
PAY1029571,ORD1029571,,UPI,Success,3811.5,0,
,ORD1029572,,UPI,Failed,0,,
PAY1029573,ORD1029573,5/18/2024,Cash on Delivery,Success,61773.34,0,0
PAY1029574,ORD1029574,,UPI,Success,1780.8,0,0
PAY1029575,ORD1029575,11/22/2025,UPI,Success,7586.57,0,0
PAY1029576,ORD1029576,11/29/2024,Credit Card,Success,14236.11,213.54,
PAY1029577,ORD1029577,,Debit Card,,11128.43,0,0
PAY1029578,ORD1029578,11/5/2025,,Refunded,25841.66,0,25841.66
PAY1029579,ORD1029579,11/19/2023,Net Banking,Refunded,41034.42,0,41034.42
,ORD1029580,9/1/2023,,Success,,,0
PAY1029581,ORD1029581,12/25/2023,,Success,34067.88,0,0
PAY1029582,ORD1029582,11/17/2024,Debit Card,Success,5660.55,0,0
,ORD1029583,7/10/2025,Debit Card,Success,672.21,0,
PAY1029584,ORD1029584,12/4/2025,Credit Card,Success,,38.32,0
PAY1029585,ORD1029585,8/3/2025,UPI,Success,,0,
PAY1029586,ORD1029586,10/19/2025,Wallet,Failed,0,0,
PAY1029587,ORD1029587,,,Refunded,15422.82,0,15422.82
PAY1029588,ORD1029588,5/19/2024,Net Banking,Refunded,,0,1559.25
PAY1029589,ORD1029589,,,Success,,620.16,
PAY1029590,ORD1029590,6/2/2024,Net Banking,Success,28611.24,0,0
PAY1029591,ORD1029591,10/2/2023,Credit Card,Failed,0,0,0
PAY1029592,ORD1029592,9/12/2025,Net Banking,Success,13797,0,
PAY1029593,ORD1029593,12/12/2025,Cash on Delivery,Not Charged,0,0,0
PAY1029594,ORD1029594,11/20/2025,Credit Card,Success,23265.9,348.99,
PAY1029595,ORD1029595,3/16/2023,Debit Card,Refunded,68439,0,68439
PAY1029596,ORD1029596,11/14/2023,UPI,Success,,0,0
PAY1029597,ORD1029597,12/31/2025,,Success,,368.04,0
,ORD1029598,12/22/2023,,Refunded,17532.59,0,17532.59
PAY1029599,ORD1029599,9/25/2023,Debit Card,,15922.2,0,0
PAY1029600,ORD1029600,6/19/2025,,Success,9008.9,0,0
PAY1029601,ORD1029601,7/7/2025,,Success,12946.5,0,0
PAY1029602,ORD1029602,3/28/2024,,Success,40955.98,0,0
PAY1029603,ORD1029603,1/1/2024,Net Banking,Success,69352.55,0,0
PAY1029604,ORD1029604,4/21/2025,UPI,Success,5233.31,0,0
PAY1029605,ORD1029605,12/14/2023,EMI,Success,3860.96,57.91,
PAY1029606,ORD1029606,2/24/2025,Debit Card,Success,3283.66,0,0
PAY1029607,ORD1029607,6/13/2025,UPI,,13965,0,0
PAY1029608,ORD1029608,11/13/2023,,Success,1417.5,0,0
PAY1029609,ORD1029609,7/4/2023,UPI,Success,4452,0,0
,ORD1029610,1/16/2024,Gift Card,Success,12486.92,0,0
PAY1029611,ORD1029611,,UPI,,20313.93,0,0
PAY1029612,ORD1029612,9/17/2025,Cash on Delivery,Success,24352.44,0,0
PAY1029613,ORD1029613,7/31/2025,,Success,35757.07,0,
PAY1029614,ORD1029614,,Pay Later,Success,28616.8,0,
PAY1029615,ORD1029615,7/31/2025,,Success,6352.5,0,0
PAY1029616,ORD1029616,8/24/2025,,Success,47470.5,0,
PAY1029617,ORD1029617,10/28/2024,Cash on Delivery,Success,,0,0
PAY1029618,ORD1029618,12/19/2024,,Failed,0,0,0
PAY1029619,ORD1029619,8/12/2024,,Success,1764,0,0
PAY1029620,ORD1029620,4/4/2023,,Success,3905.53,0,0
PAY1029621,ORD1029621,12/27/2024,UPI,Refunded,9803.59,0,9803.59
,ORD1029622,,Gift Card,Success,60849.44,0,0
PAY1029623,ORD1029623,1/26/2025,,Success,14277.48,214.16,0
,ORD1029624,,,Success,171721.2,858.61,0
PAY1029625,ORD1029625,11/25/2024,UPI,Success,28249.2,0,0
PAY1029626,ORD1029626,,UPI,Refunded,8526,0,8526
PAY1029627,ORD1029627,10/5/2025,UPI,Success,27378.33,0,0
PAY1029628,ORD1029628,7/12/2025,Debit Card,Refunded,,,4326
PAY1029629,ORD1029629,10/27/2023,UPI,Success,7750.05,0,0
PAY1029630,ORD1029630,6/2/2025,Gift Card,Success,723.98,0,0
PAY1029631,ORD1029631,2/2/2025,,,1722.52,25.84,1722.52
PAY1029632,ORD1029632,8/28/2024,UPI,Refunded,6381.27,0,6381.27
PAY1029633,ORD1029633,11/10/2023,Cardless EMI,Success,2774.84,41.62,0
PAY1029634,ORD1029634,11/2/2024,UPI,Success,1017.45,0,0
PAY1029635,ORD1029635,11/9/2025,Cash on Delivery,Not Charged,,,0
PAY1029636,ORD1029636,9/1/2025,,Success,21124.85,316.87,
PAY1029637,,,Wallet,Success,33364.8,166.82,0
PAY1029638,ORD1029638,1/9/2025,Debit Card,Success,110495.91,0,0
PAY1029639,ORD1029639,8/20/2024,Net Banking,Success,6678.53,0,0
PAY1029640,ORD1029640,9/8/2025,,Success,,0,0
PAY1029641,ORD1029641,6/19/2023,,Success,4271.4,64.07,
PAY1029642,ORD1029642,4/16/2025,,Success,8319.57,41.6,0
PAY1029643,ORD1029643,10/27/2024,UPI,,3748.5,0,0
PAY1029644,ORD1029644,9/23/2024,Debit Card,Success,,0,0
PAY1029645,ORD1029645,6/15/2025,Wallet,Success,457.09,2.29,0
,ORD1029646,8/23/2024,,Refunded,158046,2370.69,158046
PAY1029647,ORD1029647,,Wallet,Success,2794.47,13.97,
PAY1029648,ORD1029648,,UPI,,75667.2,0,0
PAY1029649,ORD1029649,,Net Banking,Success,487.38,0,
PAY1029650,ORD1029650,12/31/2025,Debit Card,Success,16160.24,0,0
PAY1029651,ORD1029651,6/5/2025,Debit Card,Refunded,5755.58,0,5755.58
PAY1029652,ORD1029652,5/18/2025,Cash on Delivery,Success,9356.55,0,0
PAY1029653,ORD1029653,,,Success,977.76,0,0
PAY1029654,ORD1029654,,UPI,Success,24525.9,0,0
PAY1029655,ORD1029655,10/27/2025,Cash on Delivery,Success,8380.58,0,0
PAY1029656,ORD1029656,3/19/2025,Cash on Delivery,Success,9686.25,0,0
PAY1029657,ORD1029657,12/22/2025,UPI,,164170.76,0,
PAY1029658,ORD1029658,9/2/2023,,Success,1981.35,29.72,0
PAY1029659,ORD1029659,10/21/2025,UPI,Refunded,,0,2499
PAY1029660,ORD1029660,9/13/2024,,,0,0,
PAY1029661,ORD1029661,11/22/2025,,Success,5595.98,0,
PAY1029662,ORD1029662,2/11/2025,Debit Card,Success,,0,0
PAY1029663,ORD1029663,,Credit Card,Success,3175.2,47.63,0
PAY1029664,ORD1029664,2/3/2023,Debit Card,Success,43375.08,0,0
PAY1029665,ORD1029665,,UPI,Refunded,,0,35180.98
PAY1029666,ORD1029666,,,,188633.34,0,0
PAY1029667,ORD1029667,2/1/2024,UPI,Success,2329.43,,
PAY1029668,ORD1029668,,,Success,2202.48,0,0
PAY1029669,ORD1029669,5/14/2025,Net Banking,Success,2233.98,0,
PAY1029670,ORD1029670,8/24/2025,,,48617.42,0,0
PAY1029671,ORD1029671,12/20/2025,UPI,Success,8316,0,0
,ORD1029672,,,Not Charged,,0,0
PAY1029673,ORD1029673,4/16/2023,,Success,,63.14,0
PAY1029674,ORD1029674,4/15/2024,Debit Card,Success,4704,0,
,ORD1029675,12/6/2025,UPI,Success,3857.38,0,0
PAY1029676,ORD1029676,9/24/2025,,Refunded,3645.6,0,3645.6
,ORD1029677,,Credit Card,Success,3061.38,45.92,
PAY1029678,ORD1029678,6/16/2024,Cash on Delivery,Success,15034.11,0,0
PAY1029679,ORD1029679,6/23/2025,,,,0,0
,ORD1029680,6/14/2025,EMI,Success,,12.79,0
PAY1029681,ORD1029681,11/2/2025,Net Banking,Success,3024,0,0
PAY1029682,ORD1029682,,UPI,Refunded,25683.21,0,25683.21
PAY1029683,ORD1029683,,Net Banking,Failed,0,0,0
PAY1029684,ORD1029684,12/30/2025,EMI,,205957.5,3089.36,205957.5
PAY1029685,ORD1029685,2/17/2025,,Success,4976.06,,0
PAY1029686,ORD1029686,2/10/2025,,Not Charged,0,0,0
PAY1029687,ORD1029687,,UPI,,15986.41,0,0
,ORD1029688,8/21/2025,Wallet,Success,,2.33,0
PAY1029689,ORD1029689,9/20/2024,Wallet,Success,18516.96,92.58,
PAY1029690,ORD1029690,7/8/2024,Gift Card,Refunded,5492.39,0,5492.39
PAY1029691,ORD1029691,10/30/2025,Cash on Delivery,Success,47415.9,0,0
PAY1029692,ORD1029692,8/9/2024,Debit Card,,44866.5,0,0
PAY1029693,ORD1029693,2/12/2024,,Success,15450.64,231.76,0
PAY1029694,ORD1029694,,Debit Card,Failed,0,0,
PAY1029695,ORD1029695,11/22/2023,Cash on Delivery,Success,103124.91,0,0
PAY1029696,ORD1029696,8/1/2025,Debit Card,Success,49828.8,0,0
PAY1029697,ORD1029697,11/12/2025,,,3828.4,0,0
PAY1029698,ORD1029698,2/3/2025,Cash on Delivery,,6086.01,0,0
PAY1029699,ORD1029699,3/23/2025,Cash on Delivery,Success,,0,0
PAY1029700,ORD1029700,10/18/2024,,Success,5251.37,78.77,0
PAY1029701,ORD1029701,8/29/2025,EMI,Success,15162.84,227.44,0
PAY1029702,ORD1029702,11/9/2023,Cash on Delivery,Success,730.8,0,0
PAY1029703,ORD1029703,,Credit Card,Success,5622.75,84.34,
PAY1029704,ORD1029704,11/10/2024,UPI,Success,2505.51,0,0
PAY1029705,ORD1029705,12/1/2025,,Success,86068.5,0,
PAY1029706,ORD1029706,,,,2346.75,0,0
PAY1029707,,7/4/2023,Net Banking,Success,2557.8,0,0
PAY1029708,ORD1029708,1/10/2023,UPI,Success,87536.4,0,0
PAY1029709,ORD1029709,10/26/2025,UPI,Success,137355.54,0,0
PAY1029710,ORD1029710,1/8/2024,,Success,,0,0
,ORD1029711,6/5/2024,,Success,3665.34,0,0
PAY1029712,ORD1029712,7/15/2023,Net Banking,Success,85531.64,0,0
PAY1029713,ORD1029713,10/12/2024,Credit Card,Success,16233.63,243.5,0
PAY1029714,ORD1029714,12/23/2025,UPI,Success,221520.18,0,0
PAY1029715,ORD1029715,12/31/2023,,,3122.38,0,3122.38
PAY1029716,ORD1029716,,,Success,16099.18,0,0
PAY1029717,ORD1029717,10/18/2025,UPI,,13059.59,0,
,ORD1029718,9/15/2024,,Success,4318.65,0,0
PAY1029719,ORD1029719,9/24/2023,,Success,4536,0,0
PAY1029720,ORD1029720,,UPI,Failed,0,0,0
,ORD1029721,7/19/2025,,Success,60159.23,902.39,0
PAY1029722,ORD1029722,8/18/2023,UPI,Success,,0,0
PAY1029723,ORD1029723,,Credit Card,Success,4906.12,,
PAY1029724,ORD1029724,6/9/2024,EMI,Success,,627.48,0
,ORD1029725,7/3/2025,,Success,5851.44,0,0
PAY1029726,ORD1029726,6/22/2025,EMI,,40716.9,,0
PAY1029727,ORD1029727,5/25/2024,,Success,6484.59,0,0
PAY1029728,ORD1029728,11/5/2023,Pay Later,,5583.06,0,0
PAY1029729,ORD1029729,8/30/2025,,Success,919.06,,0
PAY1029730,ORD1029730,9/25/2024,Cash on Delivery,,190025.85,0,
PAY1029731,ORD1029731,11/29/2025,Net Banking,Refunded,44167.41,0,44167.41
PAY1029732,ORD1029732,2/6/2025,UPI,Success,,0,0
PAY1029733,ORD1029733,11/8/2025,,Refunded,6322.68,94.84,6322.68
PAY1029734,ORD1029734,12/21/2025,,Success,2277.45,0,0
,ORD1029735,,Pay Later,Success,2304.22,0,0
PAY1029736,ORD1029736,,Net Banking,Success,11642.4,0,
PAY1029737,,8/31/2024,Wallet,Success,8217.09,41.09,0
PAY1029738,ORD1029738,11/6/2025,,Success,22750.46,0,
PAY1029739,ORD1029739,5/13/2025,,Success,24830.72,372.46,
PAY1029740,ORD1029740,4/25/2023,UPI,Success,1286.09,0,
PAY1029741,ORD1029741,2/13/2025,,Success,,0,0
PAY1029742,ORD1029742,11/30/2025,,Success,282603.51,4239.05,
PAY1029743,ORD1029743,,,Success,28234.5,0,0
PAY1029744,ORD1029744,,UPI,Success,8916.55,0,0
,ORD1029745,,,Success,8353.38,,0
PAY1029746,ORD1029746,,Cash on Delivery,,6546.33,0,0
PAY1029747,ORD1029747,8/28/2025,,Success,9763.95,48.82,0
PAY1029748,ORD1029748,9/22/2023,,Refunded,,0,7966.35
PAY1029749,ORD1029749,,,Success,12301.06,,0
PAY1029750,ORD1029750,10/2/2023,Debit Card,Refunded,,0,4205.25
PAY1029751,ORD1029751,4/9/2024,Cash on Delivery,Success,152971.14,0,0
PAY1029752,ORD1029752,10/25/2025,Debit Card,Success,642.6,0,0
,ORD1029753,,,Success,16152.68,0,0
PAY1029754,ORD1029754,4/23/2023,,Success,5065.83,75.99,
PAY1029755,ORD1029755,8/11/2024,Wallet,Success,9717.22,48.59,0
PAY1029756,ORD1029756,1/18/2024,UPI,Refunded,18748.43,0,18748.43
PAY1029757,ORD1029757,5/30/2024,Credit Card,Success,1258.42,18.88,0
PAY1029758,ORD1029758,,,Success,65884.88,0,
PAY1029759,ORD1029759,11/21/2023,Gift Card,Success,23572.29,0,0
PAY1029760,ORD1029760,8/6/2025,EMI,Success,91374.57,1370.62,0
PAY1029761,ORD1029761,1/26/2025,Net Banking,,5292,,0
PAY1029762,ORD1029762,2/14/2025,Cash on Delivery,,,0,
PAY1029763,ORD1029763,1/11/2024,,Success,51467.12,772.01,0
PAY1029764,ORD1029764,12/20/2024,Wallet,Success,2024.93,10.12,0
PAY1029765,ORD1029765,11/9/2023,Cash on Delivery,,10626,0,0
PAY1029766,ORD1029766,10/25/2025,,Refunded,3261.83,0,3261.83
PAY1029767,ORD1029767,10/9/2023,Net Banking,Success,22002.01,0,0
PAY1029768,ORD1029768,12/31/2023,Gift Card,Success,12689.04,0,0
PAY1029769,ORD1029769,,UPI,Success,23095.8,0,0
PAY1029770,ORD1029770,12/22/2025,Cash on Delivery,Not Charged,0,0,0
PAY1029771,ORD1029771,4/30/2024,Debit Card,Success,4682.79,0,0
,ORD1029772,6/22/2023,Cash on Delivery,Success,230.44,0,0
PAY1029773,ORD1029773,10/4/2025,Pay Later,Success,3969.21,0,0
,ORD1029774,,UPI,Success,17081.4,0,0
PAY1029775,ORD1029775,2/2/2025,,Success,5160.54,77.41,0
PAY1029776,ORD1029776,10/19/2024,Wallet,Success,15893.32,79.47,0
,ORD1029777,,UPI,,2873.85,0,2873.85
PAY1029778,ORD1029778,7/12/2023,UPI,Refunded,,0,17426.54
PAY1029779,ORD1029779,4/7/2025,,,1669.5,0,0
PAY1029780,ORD1029780,1/19/2024,UPI,Success,41504.61,0,
PAY1029781,ORD1029781,11/2/2024,,Success,21079.8,0,
PAY1029782,ORD1029782,5/17/2024,Debit Card,Success,2328.58,0,0
PAY1029783,ORD1029783,9/4/2023,Pay Later,Success,43218,0,
PAY1029784,,12/7/2025,UPI,Refunded,51229.5,0,51229.5
PAY1029785,ORD1029785,7/5/2024,,,555.78,0,0
PAY1029786,ORD1029786,6/21/2025,,Refunded,14315.91,0,14315.91
PAY1029787,ORD1029787,12/28/2025,Cash on Delivery,Success,155515.5,0,
PAY1029788,ORD1029788,12/20/2025,UPI,Success,86949.45,0,0
PAY1029789,ORD1029789,7/13/2024,Cash on Delivery,,1813.77,0,0
PAY1029790,ORD1029790,5/30/2024,UPI,Success,56263.2,0,
PAY1029791,ORD1029791,12/6/2025,,Success,10539.9,0,
PAY1029792,,,,Failed,0,0,0
PAY1029793,ORD1029793,11/20/2025,Cash on Delivery,Success,554.7,0,0
PAY1029794,ORD1029794,6/15/2025,,Success,2872.8,0,0
PAY1029795,ORD1029795,,,Success,,,0
PAY1029796,ORD1029796,8/23/2023,Cash on Delivery,Success,150939.29,0,0
PAY1029797,ORD1029797,,Net Banking,Success,6180.3,,0
,ORD1029798,7/14/2025,Cash on Delivery,Success,21071.3,0,0
PAY1029799,ORD1029799,12/3/2023,,,8056.07,0,8056.07
,ORD1029800,11/24/2024,Credit Card,Success,16282.93,244.24,0
PAY1029801,ORD1029801,7/30/2024,,,7368.8,0,0
PAY1029802,,12/28/2025,,Success,1458.92,0,0
PAY1029803,ORD1029803,10/9/2025,,Refunded,11230.8,0,11230.8
PAY1029804,ORD1029804,1/12/2025,Debit Card,Success,1885.28,0,0
,ORD1029805,8/14/2023,UPI,Success,9933,0,0
PAY1029806,ORD1029806,,Net Banking,Success,6240.36,0,0
,ORD1029807,3/2/2024,,Success,806.72,0,
PAY1029808,ORD1029808,11/3/2024,UPI,Success,,0,0
,ORD1029809,9/14/2025,,Success,8455.34,0,
PAY1029810,ORD1029810,,,Success,4179,0,0
PAY1029811,ORD1029811,11/23/2025,UPI,Success,6234.38,,
PAY1029812,ORD1029812,10/16/2023,UPI,Success,83553.64,,0
PAY1029813,ORD1029813,7/30/2025,,Refunded,20188.98,302.83,20188.98
PAY1029814,ORD1029814,,UPI,Success,25326.53,0,0
PAY1029815,ORD1029815,,,Success,7185.78,0,0
PAY1029816,ORD1029816,,UPI,Success,32420.12,0,0
PAY1029817,ORD1029817,4/1/2023,Debit Card,Success,9537.94,0,0
PAY1029818,ORD1029818,7/11/2025,,Success,33187.66,0,0
,ORD1029819,3/16/2024,UPI,Success,9389.52,0,0
,ORD1029820,8/8/2025,Cash on Delivery,Not Charged,0,,0
PAY1029821,ORD1029821,11/12/2023,Cash on Delivery,Success,,0,0
PAY1029822,ORD1029822,1/12/2023,UPI,Success,11698.26,0,
PAY1029823,ORD1029823,11/9/2023,Credit Card,Refunded,,,14795.97
PAY1029824,ORD1029824,10/26/2024,,Success,3489.68,17.45,0
PAY1029825,ORD1029825,12/30/2025,,Success,7002.45,0,0
,ORD1029826,5/30/2024,Wallet,Success,5208,26.04,0
PAY1029827,ORD1029827,,Cash on Delivery,Refunded,73607,0,
,ORD1029828,1/4/2025,EMI,Success,1854.72,27.82,
PAY1029829,ORD1029829,11/9/2023,Credit Card,,,13.37,0
PAY1029830,ORD1029830,6/4/2023,Credit Card,,25226.78,378.4,
PAY1029831,ORD1029831,7/28/2025,Net Banking,Success,169770.2,0,
PAY1029832,ORD1029832,7/19/2025,,Success,7886.97,,0
PAY1029833,ORD1029833,1/7/2023,UPI,Success,71519.49,0,0
PAY1029834,ORD1029834,10/18/2025,,Success,2240.7,11.2,0
PAY1029835,ORD1029835,3/7/2024,,Success,5754,0,
PAY1029836,ORD1029836,,,Success,87586.12,0,0
PAY1029837,ORD1029837,,Debit Card,Success,2945.25,0,0
PAY1029838,ORD1029838,,,Success,27494.62,0,0
PAY1029839,ORD1029839,4/2/2023,,Success,8560.96,0,
PAY1029840,ORD1029840,8/29/2023,Cash on Delivery,Success,64506.07,0,
PAY1029841,ORD1029841,5/14/2023,,Success,,0,
PAY1029842,ORD1029842,9/1/2024,,Success,16054.92,0,0
PAY1029843,ORD1029843,6/25/2023,,Success,2034.06,0,
PAY1029844,ORD1029844,3/12/2025,,Success,1468.64,0,0
,ORD1029845,8/10/2023,,Success,4828.32,,0
PAY1029846,ORD1029846,1/31/2023,UPI,Success,133660.8,0,0
PAY1029847,ORD1029847,10/22/2023,Wallet,Success,2418.68,12.09,0
PAY1029848,ORD1029848,,UPI,Success,672,0,
PAY1029849,ORD1029849,6/23/2023,,Success,9686.2,0,0
PAY1029850,ORD1029850,11/3/2025,Debit Card,Success,2436.52,0,
PAY1029851,ORD1029851,11/4/2023,UPI,Failed,0,0,
PAY1029852,ORD1029852,1/7/2024,,Success,125464.55,0,0
PAY1029853,ORD1029853,7/8/2024,Credit Card,,18175.5,272.63,18175.5
PAY1029854,ORD1029854,7/16/2025,,Success,7947.61,,0
PAY1029855,ORD1029855,4/4/2025,Cash on Delivery,,,0,
PAY1029856,ORD1029856,9/13/2023,,Success,6568.8,0,
PAY1029857,ORD1029857,4/25/2023,,Success,14002.06,0,0
PAY1029858,ORD1029858,,Credit Card,Success,18013.28,270.2,0
PAY1029859,ORD1029859,6/11/2023,,Success,4012.16,0,
PAY1029860,ORD1029860,,Net Banking,Success,9701.48,0,0
PAY1029861,ORD1029861,1/7/2025,,Success,546,0,0
PAY1029862,ORD1029862,4/29/2024,UPI,,98243.46,0,
PAY1029863,ORD1029863,8/28/2025,,Success,1143.45,0,0
PAY1029864,ORD1029864,12/15/2025,,,,1199.99,0
,ORD1029865,11/27/2025,Debit Card,Success,182.88,0,0
,ORD1029866,1/23/2025,Credit Card,,2195.87,32.94,2195.87
PAY1029867,ORD1029867,12/13/2025,UPI,Success,1388.94,0,0
PAY1029868,ORD1029868,5/9/2025,Net Banking,Success,,0,0
PAY1029869,ORD1029869,11/17/2025,Credit Card,Success,7808.01,117.12,0
PAY1029870,ORD1029870,9/23/2025,,,18389.91,0,0
PAY1029871,ORD1029871,12/31/2025,Debit Card,Success,19832.72,0,0
PAY1029872,ORD1029872,12/31/2025,,Success,95980.6,0,0
,ORD1029873,,,Refunded,6182.3,0,6182.3
PAY1029874,ORD1029874,10/1/2025,,,7408.8,111.13,0
PAY1029875,ORD1029875,,Cash on Delivery,,3953.88,0,
PAY1029876,ORD1029876,,EMI,Success,4118.31,61.77,0
PAY1029877,ORD1029877,10/16/2025,Credit Card,Success,6397.65,95.96,
PAY1029878,ORD1029878,10/19/2023,,,18723.6,0,0
PAY1029879,ORD1029879,,UPI,Failed,0,0,0
PAY1029880,ORD1029880,12/17/2025,Credit Card,Success,14031.99,,
PAY1029881,ORD1029881,10/2/2024,,Success,65064.2,0,0
PAY1029882,ORD1029882,7/2/2024,Cash on Delivery,Success,,0,0
,ORD1029883,,,Success,7392.11,110.88,0
PAY1029884,ORD1029884,9/8/2023,Cash on Delivery,,7821.56,0,7821.56
PAY1029885,ORD1029885,,,Success,165148.2,0,
PAY1029886,ORD1029886,6/9/2025,,Success,9800.44,147.01,0
PAY1029887,ORD1029887,,,Success,4444.49,0,
PAY1029888,ORD1029888,6/22/2024,,Success,4956,0,0
PAY1029889,ORD1029889,1/7/2024,Cash on Delivery,Success,16575.35,0,0
PAY1029890,ORD1029890,10/22/2023,Net Banking,Success,,0,
PAY1029891,ORD1029891,,,Refunded,18116.33,0,
PAY1029892,ORD1029892,5/21/2023,Debit Card,Success,4229.82,0,0
PAY1029893,ORD1029893,3/27/2024,,Success,2108.4,0,0
PAY1029894,ORD1029894,2/28/2024,,Success,3849.93,0,0
PAY1029895,ORD1029895,,Net Banking,Success,2007.34,0,0
PAY1029896,ORD1029896,6/15/2023,Credit Card,,5953.5,89.3,5953.5
PAY1029897,ORD1029897,12/20/2025,UPI,Success,1058.4,0,0
PAY1029898,ORD1029898,,,Success,5398.05,0,0
PAY1029899,ORD1029899,3/31/2023,EMI,Success,40929,613.93,
PAY1029900,ORD1029900,12/25/2025,Net Banking,Failed,0,0,0
PAY1029901,ORD1029901,7/17/2023,,Failed,0,0,0
PAY1029902,ORD1029902,9/23/2025,EMI,Success,5222.33,78.33,
PAY1029903,ORD1029903,7/25/2023,UPI,,2550.98,0,0
PAY1029904,ORD1029904,,,Success,14660.84,0,
PAY1029905,ORD1029905,10/31/2025,,Refunded,879.06,0,879.06
PAY1029906,ORD1029906,5/25/2024,,Success,21464.62,0,
PAY1029907,ORD1029907,12/1/2024,,Success,9628.5,0,
PAY1029908,ORD1029908,11/2/2023,UPI,Success,111421.59,0,
PAY1029909,ORD1029909,10/26/2025,Cash on Delivery,Success,1402.8,0,0
PAY1029910,ORD1029910,7/19/2023,Net Banking,Success,13048.24,0,0
PAY1029911,ORD1029911,,UPI,Failed,0,0,0
,ORD1029912,1/30/2024,,Success,1842.75,0,
PAY1029913,ORD1029913,11/3/2025,UPI,Refunded,1764,0,1764
PAY1029914,ORD1029914,,,Success,15666,0,
PAY1029915,ORD1029915,7/10/2023,,Refunded,11589.48,0,11589.48
PAY1029916,ORD1029916,11/24/2025,UPI,Success,55581.44,,0
PAY1029917,ORD1029917,5/16/2025,Debit Card,Refunded,6266.4,0,6266.4
PAY1029918,ORD1029918,,Cash on Delivery,Success,7885.61,,0
PAY1029919,ORD1029919,10/2/2025,Credit Card,Success,18501,277.52,0
PAY1029920,ORD1029920,,,Not Charged,0,0,0
PAY1029921,ORD1029921,6/14/2023,,Success,7634.34,114.52,0
PAY1029922,ORD1029922,12/17/2025,,Success,20679.54,0,0
PAY1029923,ORD1029923,8/24/2025,,Success,,0,0
PAY1029924,ORD1029924,,Cash on Delivery,Success,49081.41,0,0
PAY1029925,ORD1029925,,,Success,,0,0
,ORD1029926,12/2/2024,,Success,6202.66,93.04,0
,ORD1029927,7/24/2025,Credit Card,Success,3591,53.86,0
PAY1029928,ORD1029928,10/20/2024,Debit Card,Success,,0,0
PAY1029929,ORD1029929,6/28/2025,,Success,196,0,
,ORD1029930,4/20/2025,,Refunded,129544.59,0,129544.59
PAY1029931,ORD1029931,,,Success,25195.28,377.93,0
PAY1029932,ORD1029932,10/9/2023,UPI,Success,1197,0,0
PAY1029933,ORD1029933,11/22/2023,Cash on Delivery,Success,654.26,0,0
PAY1029934,ORD1029934,8/23/2023,Wallet,,56339.01,281.7,0
PAY1029935,ORD1029935,11/18/2023,Cash on Delivery,Success,11480.81,0,0
